Date,Inventory Source,Organization,Organization ID,Ad opportunities,Standardized
5/11/16,Propel Media UK $3.25,FutureAds,13783,1842.0,-0.1102498853570186
5/12/16,Propel Media UK $3.25,FutureAds,13783,1209.0,-0.5501640288061549
5/13/16,Propel Media UK $3.25,FutureAds,13783,1092.0,-0.6314751738038625
5/14/16,Propel Media UK $3.25,FutureAds,13783,1258.0,-0.5161106432942945
5/15/16,Propel Media UK $3.25,FutureAds,13783,2267.0,0.18511111142952633
5/16/16,Propel Media UK $3.25,FutureAds,13783,1645.0,-0.24715839445572296
5/17/16,Propel Media UK $3.25,FutureAds,13783,1233.0,-0.5334848195758559
5/18/16,Propel Media UK $3.25,FutureAds,13783,1929.0,-0.04978775189718469
5/19/16,Propel Media UK $3.25,FutureAds,13783,5546.0,2.4639080725191285
5/20/16,Propel Media UK $3.25,FutureAds,13783,1748.0,-0.1755767881756897
5/21/16,Propel Media UK $3.25,FutureAds,13783,1607.0,-0.2735671424036964
5/22/16,Propel Media UK $3.25,FutureAds,13783,1308.0,-0.48136229073117154
5/23/16,Propel Media UK $3.25,FutureAds,13783,1004.0,-0.692632274314959
5/24/16,Propel Media UK $3.25,FutureAds,13783,1216.0,-0.5452992594473177
5/25/16,Propel Media UK $3.25,FutureAds,13783,1009.0,-0.6891574390586467
5/26/16,Propel Media UK $3.25,FutureAds,13783,1268.0,-0.5091609727816698
5/27/16,Propel Media UK $3.25,FutureAds,13783,1053.0,-0.6585788888030985
5/28/16,Propel Media UK $3.25,FutureAds,13783,966.0,-0.7190410222629324
5/29/16,Propel Media UK $3.25,FutureAds,13783,1012.0,-0.6870725379048592
5/30/16,Propel Media UK $3.25,FutureAds,13783,1166.0,-0.5800476120104406
5/31/16,Propel Media UK $3.25,FutureAds,13783,957.0,-0.7252957257242945
6/1/16,Propel Media UK $3.25,FutureAds,13783,1750.0,-0.17418685407316478
6/2/16,Propel Media UK $3.25,FutureAds,13783,2094.0,0.06488181156112098
6/3/16,Propel Media UK $3.25,FutureAds,13783,1281.0,-0.5001264011152579
6/4/16,Propel Media UK $3.25,FutureAds,13783,1074.0,-0.6439845807265868
6/5/16,Propel Media UK $3.25,FutureAds,13783,2700.0,0.48603184462617094
6/6/16,Propel Media UK $3.25,FutureAds,13783,2947.0,0.6576887062879982
6/7/16,Propel Media UK $3.25,FutureAds,13783,4225.0,1.5458565978014205
6/8/16,Propel Media UK $3.25,FutureAds,13783,1314.0,-0.47719248842359674
6/9/16,Propel Media UK $3.25,FutureAds,13783,3560.0,1.0837035087118854
6/10/16,Propel Media UK $3.25,FutureAds,13783,1124.0,-0.6092362281634639
6/11/16,Propel Media UK $3.25,FutureAds,13783,3576.0,1.0948229815320847
6/12/16,Propel Media UK $3.25,FutureAds,13783,13044.0,7.674771022885043
6/13/16,Propel Media UK $3.25,FutureAds,13783,3890.0,1.3130426356284968
6/14/16,Propel Media UK $3.25,FutureAds,13783,3190.0,0.8265656997447757
6/15/16,Propel Media UK $3.25,FutureAds,13783,1906.0,-0.06577199407622124
6/16/16,Propel Media UK $3.25,FutureAds,13783,3539.0,1.0691092006353737
6/17/16,Propel Media UK $3.25,FutureAds,13783,1010.0,-0.6884624720073842
6/18/16,Propel Media UK $3.25,FutureAds,13783,1390.0,-0.42437499252764993
6/19/16,Propel Media UK $3.25,FutureAds,13783,2785.0,0.5451040439834799
6/20/16,Propel Media UK $3.25,FutureAds,13783,1830.0,-0.1185894899721681
6/21/16,Propel Media UK $3.25,FutureAds,13783,1525.0,-0.330554440607218
6/22/16,Propel Media UK $3.25,FutureAds,13783,1031.0,-0.6738681639308726
6/22/16,Propel Media UK $3.25,FutureAds,13783,1011.0,-0.6877675049561217
6/23/16,Propel Media UK $3.25,FutureAds,13783,1256.0,-0.5175005773968193
6/24/16,Propel Media UK $3.25,FutureAds,13783,1634.0,-0.25480303201961
6/25/16,Propel Media UK $3.25,FutureAds,13783,2310.0,0.21499469463381204
6/26/16,Propel Media UK $3.25,FutureAds,13783,2462.0,0.3206296864257058
6/27/16,Propel Media UK $3.25,FutureAds,13783,1624.0,-0.2617527025322346
6/28/16,Propel Media UK $3.25,FutureAds,13783,2347.0,0.24070847553052302
6/29/16,Propel Media UK $3.25,FutureAds,13783,2089.0,0.061406976304808694
6/30/16,Propel Media UK $3.25,FutureAds,13783,2407.0,0.28240649860627054
7/1/16,Propel Media UK $3.25,FutureAds,13783,1263.0,-0.5126358080379821
7/2/16,Propel Media UK $3.25,FutureAds,13783,2205.0,0.1420231542512539
7/3/16,Propel Media UK $3.25,FutureAds,13783,2956.0,0.6639434097493604
7/4/16,Propel Media UK $3.25,FutureAds,13783,2088.0,0.06071200925354623
7/5/16,Propel Media UK $3.25,FutureAds,13783,1572.0,-0.2978909891978824
7/6/16,Propel Media UK $3.25,FutureAds,13783,1303.0,-0.4848371259874838
7/7/16,Propel Media UK $3.25,FutureAds,13783,1704.0,-0.2061553384312379
7/8/16,Propel Media UK $3.25,FutureAds,13783,1416.0,-0.406305849194826
7/9/16,Propel Media UK $3.25,FutureAds,13783,1937.0,-0.04422801548708502
7/10/16,Propel Media UK $3.25,FutureAds,13783,3142.0,0.7932072812841776
7/11/16,Propel Media UK $3.25,FutureAds,13783,2134.0,0.09268049361161933
7/12/16,Propel Media UK $3.25,FutureAds,13783,1516.0,-0.3368091440685801
7/13/16,Propel Media UK $3.25,FutureAds,13783,2201.0,0.13924328604620406
7/14/16,Propel Media UK $3.25,FutureAds,13783,1481.0,-0.3611329908627662
7/15/16,Propel Media UK $3.25,FutureAds,13783,1037.0,-0.6696983616232978
7/16/16,Propel Media UK $3.25,FutureAds,13783,1321.0,-0.47232771906475957
7/17/16,Propel Media UK $3.25,FutureAds,13783,1911.0,-0.06229715881990895
7/18/16,Propel Media UK $3.25,FutureAds,13783,1823.0,-0.1234542593310053
7/19/16,Propel Media UK $3.25,FutureAds,13783,1330.0,-0.4660730156033974
7/20/16,Propel Media UK $3.25,FutureAds,13783,1163.0,-0.582132513164228
7/21/16,Propel Media UK $3.25,FutureAds,13783,2197.0,0.13646341784115423
7/22/16,Propel Media UK $3.25,FutureAds,13783,1700.0,-0.20893520663628773
7/23/16,Propel Media UK $3.25,FutureAds,13783,1595.0,-0.2819067470188459
7/24/16,Propel Media UK $3.25,FutureAds,13783,2074.0,0.050982470535871814
7/25/16,Propel Media UK $3.25,FutureAds,13783,2508.0,0.35259817078377886
7/26/16,Propel Media UK $3.25,FutureAds,13783,2471.0,0.3268843898870679
7/27/16,Propel Media UK $3.25,FutureAds,13783,2141.0,0.09754526297045654
7/28/16,Propel Media UK $3.25,FutureAds,13783,1984.0,-0.011564564077749466
7/29/16,Propel Media UK $3.25,FutureAds,13783,2065.0,0.044727767074509685
7/30/16,Propel Media UK $3.25,FutureAds,13783,1243.0,-0.5265351490632313
7/31/16,Propel Media UK $3.25,FutureAds,13783,1394.0,-0.42159512432260005
8/1/16,Propel Media UK $3.25,FutureAds,13783,1800.0,-0.13943850151004186
8/2/16,Propel Media UK $3.25,FutureAds,13783,1909.0,-0.06368709292243387
8/3/16,Propel Media UK $3.25,FutureAds,13783,1964.0,-0.02546390510299864
8/4/16,Propel Media UK $3.25,FutureAds,13783,2257.0,0.17816144091690175
8/5/16,Propel Media UK $3.25,FutureAds,13783,1510.0,-0.3409789463761549
8/6/16,Propel Media UK $3.25,FutureAds,13783,1482.0,-0.3604380238115037
